,time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum
0,2000-03-24,12.6,-6.6,5.7,0.0
1,2000-03-25,15.0,-1.0,8.7,0.0
2,2000-03-26,18.7,2.4,11.2,0.0
3,2000-03-27,22.9,1.5,14.8,0.0
4,2000-03-28,22.8,7.2,14.8,0.0
5,2000-03-29,20.1,6.2,13.2,0.0
6,2000-03-30,17.7,3.3,11.8,0.0
7,2000-03-31,14.7,2.4,9.2,0.0
8,2000-04-01,16.8,2.9,10.6,0.0
9,2000-04-02,17.6,2.9,11.4,0.0
10,2000-04-03,15.7,0.6,9.2,0.0
11,2000-04-04,17.6,0.6,11.5,0.0
12,2000-04-05,17.9,3.0,11.5,0.0
13,2000-04-06,18.9,3.7,12.9,0.0
14,2000-04-07,20.1,4.0,12.5,0.0
15,2000-04-08,15.2,1.7,9.2,0.0
16,2000-04-09,16.2,1.7,9.9,0.0
17,2000-04-10,19.4,2.8,13.7,0.0
18,2000-04-11,22.7,4.2,14.7,1.6
19,2000-04-12,9.0,-0.9,4.4,7.9
20,2000-04-13,12.0,-1.1,6.6,0.0
21,2000-04-14,15.6,0.4,8.5,0.0
22,2000-04-15,20.5,0.9,12.4,0.0
23,2000-04-16,20.6,6.5,13.6,0.0
24,2000-04-17,20.0,6.9,14.0,0.0
25,2000-04-18,11.7,2.9,7.9,0.5
26,2000-04-19,17.5,3.5,11.5,0.1
27,2000-04-20,19.7,1.9,12.5,0.0
28,2000-04-21,20.4,2.2,14.2,0.0
29,2000-04-22,23.1,6.3,17.2,0.0
30,2000-04-23,18.9,5.5,13.5,0.0
31,2000-04-24,19.7,6.4,13.9,0.0
32,2000-04-25,21.5,7.0,16.0,0.0
33,2000-04-26,23.4,9.6,17.6,0.0
34,2000-04-27,21.6,6.1,14.5,0.0
35,2000-04-28,17.4,1.8,11.1,0.0
36,2000-04-29,23.4,2.8,15.5,0.0
37,2000-04-30,25.5,5.6,18.4,0.0
38,2000-05-01,25.5,10.4,18.6,0.0
39,2000-05-02,28.4,12.0,22.3,0.0
40,2000-05-03,27.0,12.4,21.0,0.0
41,2000-05-04,25.9,12.2,19.7,0.0
42,2000-05-05,27.8,13.0,21.3,0.0
43,2000-05-06,26.7,8.4,17.9,0.0
44,2000-05-07,18.3,5.0,12.1,0.5
45,2000-05-08,22.9,6.3,16.8,0.0
46,2000-05-09,27.0,13.4,20.9,0.0
47,2000-05-10,24.6,11.2,18.7,1.5
48,2000-05-11,29.5,12.7,23.2,0.0
49,2000-05-12,28.8,15.0,22.8,1.0
50,2000-05-13,24.5,10.0,18.2,0.6
51,2000-05-14,24.3,11.6,18.7,0.2
52,2000-05-15,24.6,11.4,18.6,0.0
53,2000-05-16,24.8,10.0,18.6,0.0
54,2000-05-17,27.2,11.5,21.1,0.0
55,2000-05-18,29.8,14.4,23.6,0.0
56,2000-05-19,32.1,13.5,25.4,0.0
57,2000-05-20,33.3,14.8,26.3,0.0
58,2000-05-21,32.5,18.3,26.4,0.0
59,2000-05-22,31.1,13.7,23.4,0.0
60,2000-05-23,30.5,15.2,23.4,0.0
61,2000-05-24,20.2,9.4,16.0,0.0
62,2000-05-25,25.7,10.4,19.5,0.0
63,2000-05-26,28.5,12.0,23.2,0.0
64,2000-05-27,30.7,16.0,25.3,0.0
65,2000-05-28,28.2,12.2,21.2,0.0
66,2000-05-29,28.5,14.4,22.2,0.0
67,2000-05-30,29.6,15.8,24.3,0.0
68,2000-05-31,28.8,16.3,23.7,0.0
69,2000-06-01,29.4,17.4,24.3,0.0
70,2000-06-02,32.7,18.2,26.8,0.0
71,2000-06-03,34.7,18.4,27.9,0.0
72,2000-06-04,33.9,13.8,23.6,0.0
73,2000-06-05,18.3,9.8,14.2,1.9
74,2000-06-06,21.9,11.1,17.9,0.0
75,2000-06-07,28.3,14.1,22.6,0.0
76,2000-06-08,31.9,16.4,26.1,0.0
77,2000-06-09,33.8,18.2,27.6,0.0
78,2000-06-10,36.4,20.7,29.8,0.0
79,2000-06-11,31.9,20.0,26.8,0.0
80,2000-06-12,23.1,11.6,17.7,1.6
81,2000-06-13,24.2,12.8,18.4,0.4
82,2000-06-14,29.5,14.2,23.2,0.0
83,2000-06-15,28.0,15.0,22.3,0.0
84,2000-06-16,28.4,15.7,23.3,0.0
85,2000-06-17,31.0,17.7,25.5,0.0
86,2000-06-18,32.2,19.5,27.1,0.0
87,2000-06-19,31.8,19.7,26.5,0.0
88,2000-06-20,34.4,21.2,28.4,0.0
89,2000-06-21,29.9,19.3,24.9,0.0
90,2000-06-22,30.8,21.0,26.1,0.0
91,2000-06-23,23.1,15.1,19.0,9.9
92,2000-06-24,19.9,14.8,17.2,6.1
93,2000-06-25,24.7,16.0,20.7,1.2
94,2000-06-26,24.5,15.7,20.1,5.3
95,2000-06-27,26.6,15.2,20.5,1.9
96,2000-06-28,29.9,16.2,23.3,0.4
97,2000-06-29,32.2,17.2,25.4,0.0
98,2000-06-30,29.4,17.8,24.1,0.0
99,2000-07-01,29.4,16.4,23.9,0.2
100,2000-07-02,32.1,17.7,26.4,0.0
101,2000-07-03,34.0,16.9,26.0,0.3
102,2000-07-04,31.5,18.0,25.9,0.0
103,2000-07-05,28.1,17.4,23.8,0.0
104,2000-07-06,30.2,15.7,24.5,0.0
105,2000-07-07,33.8,17.2,27.4,0.0
106,2000-07-08,35.7,19.3,29.7,0.0
107,2000-07-09,36.0,21.7,30.5,0.0
108,2000-07-10,39.1,24.3,32.6,0.0
109,2000-07-11,40.2,25.9,34.2,0.0
110,2000-07-12,40.0,24.4,33.8,0.0
111,2000-07-13,40.2,25.4,33.5,0.0
112,2000-07-14,38.9,25.8,32.6,0.0
113,2000-07-15,38.5,25.1,32.2,0.0
114,2000-07-16,34.2,22.1,28.5,0.0
115,2000-07-17,34.7,21.7,29.3,0.0
116,2000-07-18,34.0,19.6,26.7,0.0
117,2000-07-19,33.2,20.3,28.0,0.0
118,2000-07-20,33.8,23.8,29.1,0.0
119,2000-07-21,33.4,22.1,28.2,0.0
120,2000-07-22,38.3,23.1,32.0,0.0
121,2000-07-23,36.6,19.7,27.2,0.0
122,2000-07-24,33.4,20.2,27.8,0.4
123,2000-07-25,30.4,22.1,27.0,0.4
124,2000-07-26,26.4,14.0,22.6,2.5
125,2000-07-27,30.7,14.7,24.4,0.0
126,2000-07-28,29.7,16.5,24.2,0.0
127,2000-07-29,32.3,17.0,26.1,0.0
128,2000-07-30,29.1,17.3,24.6,0.0
129,2000-07-31,29.3,15.3,24.0,0.0
130,2000-08-01,32.3,16.2,26.3,0.0
131,2000-08-02,32.1,18.2,26.7,0.0
132,2000-08-03,29.8,20.8,25.8,0.0
133,2000-08-04,32.3,16.5,25.2,1.3
134,2000-08-05,26.3,15.8,20.8,8.8
135,2000-08-06,25.4,15.6,20.7,0.1
136,2000-08-07,29.6,15.5,23.3,0.0
137,2000-08-08,32.7,16.3,25.8,0.0
138,2000-08-09,35.3,17.9,29.0,0.0
139,2000-08-10,37.0,23.2,30.7,0.0
140,2000-08-11,32.8,18.2,27.0,0.0
141,2000-08-12,27.2,14.2,21.5,0.5
142,2000-08-13,28.9,13.3,22.5,0.0
143,2000-08-14,31.6,13.7,25.0,0.0
144,2000-08-15,31.0,15.5,24.1,0.0
145,2000-08-16,30.7,14.7,24.1,0.0
146,2000-08-17,32.5,15.8,26.7,0.0
147,2000-08-18,36.1,19.2,29.1,0.0
148,2000-08-19,30.0,16.1,23.1,0.1
149,2000-08-20,25.8,13.1,20.6,0.7
150,2000-08-21,28.8,13.6,22.8,0.0
151,2000-08-22,31.1,14.6,25.1,0.0
152,2000-08-23,32.8,17.6,27.5,0.0
153,2000-08-24,32.4,13.1,23.8,0.0
154,2000-08-25,26.5,11.4,19.7,0.0
155,2000-08-26,28.4,10.7,20.8,0.0
156,2000-08-27,29.5,12.5,22.1,0.0
157,2000-08-28,31.6,12.7,24.9,0.0
158,2000-08-29,31.2,16.8,24.9,0.0
159,2000-08-30,33.6,17.5,27.9,0.0
160,2000-08-31,32.5,19.3,26.0,0.0
161,2000-09-01,23.8,8.8,17.4,0.6
162,2000-09-02,21.2,8.7,15.6,0.0
163,2000-09-03,22.1,8.8,16.0,0.0
164,2000-09-04,23.3,9.3,17.0,0.0
165,2000-09-05,25.6,10.7,19.3,0.0
166,2000-09-06,26.0,12.8,19.9,0.0
167,2000-09-07,27.3,12.8,21.5,0.0
168,2000-09-08,28.3,13.5,21.8,0.0
169,2000-09-09,28.6,12.9,21.7,0.0
170,2000-09-10,27.6,13.9,21.7,0.0
171,2000-09-11,27.3,15.8,21.8,0.0
172,2000-09-12,26.5,14.8,21.7,0.0
173,2000-09-13,28.4,13.5,22.3,0.0
174,2000-09-14,29.5,12.6,22.2,0.0
175,2000-09-15,30.5,13.4,23.3,0.0
176,2000-09-16,29.4,13.8,21.5,0.0
177,2000-09-17,25.5,11.4,19.2,0.1
178,2000-09-18,25.3,10.8,19.4,0.0
179,2000-09-19,26.5,9.8,20.1,0.0
180,2000-09-20,28.4,11.9,21.0,0.0
181,2000-09-21,23.9,12.3,18.0,0.0
182,2000-09-22,23.6,10.9,17.4,0.0
183,2000-09-23,23.6,10.4,17.0,0.0
184,2000-09-24,24.0,9.0,17.3,0.0
185,2000-09-25,25.2,7.9,18.5,0.0
186,2000-09-26,26.2,9.7,18.8,0.0
187,2000-09-27,18.7,7.4,13.3,0.0
188,2000-09-28,19.7,6.8,13.6,0.0
189,2000-09-29,20.6,6.8,15.3,0.1
190,2000-09-30,21.9,7.2,15.8,0.0
191,2000-10-01,21.9,6.3,14.4,0.0
192,2000-10-02,21.5,6.4,15.0,0.0
193,2000-10-03,22.0,7.8,14.9,0.0
194,2000-10-04,20.9,7.8,14.5,0.0
195,2000-10-05,22.6,7.3,14.2,0.0
196,2000-10-06,15.9,4.5,11.0,0.0
197,2000-10-07,18.9,3.6,12.5,0.0
198,2000-10-08,16.1,2.8,9.8,0.2
199,2000-10-09,8.0,-4.8,2.6,0.0
200,2000-10-10,8.7,-5.4,1.7,0.0
201,2000-10-11,10.8,-5.6,3.8,0.0
202,2000-10-12,12.2,-2.3,5.5,0.0
203,2000-10-13,13.4,-2.7,6.1,0.0
204,2000-10-14,14.6,-2.4,7.3,0.0
205,2000-10-15,16.9,-1.6,9.5,0.0
206,2000-10-16,19.3,1.9,11.9,0.0
207,2000-10-17,12.2,1.0,6.4,0.5
208,2000-10-18,7.9,-6.7,2.1,0.0
209,2000-10-19,8.9,-7.5,2.7,0.0
210,2000-10-20,9.2,-3.8,3.5,0.0
211,2000-10-21,10.9,-2.1,5.0,0.5
212,2000-10-22,9.0,-1.5,3.9,2.4
213,2000-10-23,2.4,-11.1,-3.0,0.0
214,2000-10-24,5.7,-11.7,-1.0,0.0
215,2000-10-25,8.0,-5.9,1.1,0.0
216,2000-10-26,9.1,-6.3,2.6,0.0
217,2000-10-27,4.0,-5.1,0.2,0.7
218,2000-10-28,7.2,-6.2,1.5,0.0
219,2000-10-29,8.7,-3.0,3.2,0.0
220,2000-10-30,11.4,-4.3,3.6,0.0
221,2000-10-31,12.0,-3.2,4.3,0.0
222,2000-11-01,12.2,-4.0,5.2,0.0
223,2000-11-02,8.7,-3.0,2.9,0.8
224,2000-11-03,4.9,-5.7,-0.1,0.0
225,2000-11-04,9.1,-6.7,2.2,0.0
226,2000-11-05,5.3,-7.8,-1.0,0.0
227,2000-11-06,4.0,-9.9,-2.1,0.0
228,2000-11-07,5.8,-4.8,0.2,0.0
229,2000-11-08,3.9,-2.9,-0.7,0.7
230,2000-11-09,1.9,-11.3,-3.8,0.0
231,2000-11-10,0.5,-12.5,-5.6,0.0
232,2000-11-11,2.1,-13.2,-4.8,0.0
233,2000-11-12,2.6,-12.0,-4.0,0.0
234,2000-11-13,2.5,-9.6,-3.6,0.0
235,2000-11-14,3.8,-8.8,-2.1,0.0
236,2000-11-15,2.0,-10.2,-4.1,0.0
237,2000-11-16,5.0,-11.1,-2.5,0.0
238,2000-11-17,2.2,-8.9,-2.6,0.2
239,2000-11-18,-0.3,-8.8,-3.8,1.3
240,2000-11-19,1.8,-9.2,-4.2,0.0
241,2000-11-20,4.1,-9.7,-2.6,0.0
242,2000-11-21,1.2,-10.1,-4.5,0.0
243,2000-11-22,4.0,-10.2,-3.2,0.0
244,2000-11-23,4.4,-10.6,-2.0,0.0
245,2000-11-24,1.6,-9.8,-4.0,0.0
246,2000-11-25,0.7,-12.6,-5.3,0.0
247,2000-11-26,0.5,-14.2,-7.0,0.0
248,2000-11-27,1.2,-14.8,-5.7,0.0
249,2000-11-28,1.5,-12.5,-5.5,0.0
250,2000-11-29,2.8,-10.8,-4.1,0.0
251,2000-11-30,0.2,-10.1,-4.8,0.0
252,2000-12-01,-1.6,-12.9,-7.7,0.0
253,2000-12-02,0.2,-12.3,-5.8,0.0
254,2000-12-03,0.0,-13.1,-6.6,0.0
255,2000-12-04,0.4,-13.6,-6.6,0.0
256,2000-12-05,-1.1,-13.2,-6.8,0.0
257,2000-12-06,-1.3,-14.3,-7.7,0.0
258,2000-12-07,1.0,-13.3,-5.1,0.0
259,2000-12-08,-2.2,-12.6,-7.7,0.0
260,2000-12-09,-4.8,-16.2,-10.8,0.0
261,2000-12-10,-4.9,-18.7,-10.8,0.0
262,2000-12-11,-2.7,-18.2,-10.2,0.0
263,2000-12-12,-2.1,-15.7,-8.4,0.0
264,2000-12-13,-1.7,-15.3,-8.9,0.0
265,2000-12-14,-0.5,-14.7,-8.4,0.0
266,2000-12-15,-0.7,-14.8,-7.2,0.0
267,2000-12-16,0.0,-13.8,-6.5,0.0
268,2000-12-17,1.6,-13.4,-4.7,0.0
269,2000-12-18,-1.6,-7.5,-4.2,0.1
270,2000-12-19,1.3,-9.7,-4.7,0.0
271,2000-12-20,-1.3,-8.3,-5.5,0.0
272,2000-12-21,-2.5,-12.7,-7.3,0.0
273,2000-12-22,0.1,-13.2,-6.1,0.0
274,2000-12-23,1.7,-11.0,-5.2,0.0
275,2000-12-24,2.1,-11.3,-4.5,0.0
276,2000-12-25,0.5,-10.1,-4.6,0.0
277,2000-12-26,-0.0,-11.5,-5.9,0.0
278,2000-12-27,-0.7,-11.8,-6.2,0.0
279,2000-12-28,-1.4,-12.7,-7.3,0.0
280,2000-12-29,-0.6,-12.3,-7.1,0.0
281,2000-12-30,-2.0,-12.6,-7.1,0.0
282,2000-12-31,-2.4,-14.5,-8.4,0.0
283,2001-01-01,-2.6,-14.6,-8.1,0.0
284,2001-01-02,-0.9,-13.2,-7.3,0.0
285,2001-01-03,-0.9,-13.3,-7.5,0.0
286,2001-01-04,-0.9,-12.7,-6.6,0.0
287,2001-01-05,-2.4,-14.0,-8.0,0.0
288,2001-01-06,-3.8,-14.9,-8.8,0.0
289,2001-01-07,-8.0,-20.9,-13.3,0.0
290,2001-01-08,-6.4,-21.4,-13.1,0.0
291,2001-01-09,-3.6,-16.8,-10.5,0.0
292,2001-01-10,-3.2,-15.8,-8.7,0.0
293,2001-01-11,-4.6,-13.7,-8.6,0.3
294,2001-01-12,-1.3,-11.8,-7.0,0.0
295,2001-01-13,-0.3,-14.0,-7.1,0.0
296,2001-01-14,0.6,-13.6,-6.5,0.0
297,2001-01-15,-0.1,-13.8,-7.0,0.0
298,2001-01-16,2.8,-14.3,-5.8,0.0
299,2001-01-17,-2.3,-13.4,-7.6,0.0
300,2001-01-18,-1.4,-14.2,-7.7,0.0
301,2001-01-19,0.4,-13.7,-7.1,0.0
302,2001-01-20,0.4,-13.4,-6.4,0.0
303,2001-01-21,0.5,-15.0,-6.7,0.0
304,2001-01-22,0.8,-12.5,-6.9,0.0
305,2001-01-23,-0.2,-15.5,-7.6,0.0
306,2001-01-24,-2.4,-12.5,-7.2,0.0
307,2001-01-25,-1.6,-15.3,-8.1,0.0
308,2001-01-26,-4.6,-15.5,-10.8,0.0
309,2001-01-27,-4.9,-18.7,-11.1,0.0
310,2001-01-28,-3.9,-17.8,-10.0,0.0
311,2001-01-29,-1.8,-16.6,-8.3,0.0
312,2001-01-30,-3.5,-17.3,-9.6,0.0
313,2001-01-31,-1.9,-17.6,-9.4,0.0
314,2001-02-01,-0.5,-16.0,-6.4,0.0
315,2001-02-02,0.5,-12.4,-6.0,0.0
316,2001-02-03,1.2,-14.2,-5.8,0.0
317,2001-02-04,0.6,-15.0,-6.6,0.0
318,2001-02-05,-0.9,-14.2,-8.3,0.0
319,2001-02-06,-1.6,-15.0,-8.6,0.0
320,2001-02-07,-1.9,-15.6,-6.8,0.0
321,2001-02-08,0.5,-13.3,-6.2,0.0
322,2001-02-09,2.0,-14.3,-5.0,0.0
323,2001-02-10,4.0,-10.2,-1.7,0.0
324,2001-02-11,0.5,-10.8,-4.4,0.2
325,2001-02-12,-1.0,-11.9,-5.9,0.0
326,2001-02-13,3.1,-10.7,-3.7,0.0
327,2001-02-14,1.7,-12.4,-5.3,0.0
328,2001-02-15,3.6,-13.9,-4.2,0.0
329,2001-02-16,5.3,-10.8,-1.6,0.0
330,2001-02-17,5.4,-7.3,0.3,0.0
331,2001-02-18,7.1,-6.1,1.1,0.0
332,2001-02-19,6.1,-5.9,0.4,0.0
333,2001-02-20,11.2,-6.7,3.7,0.0
334,2001-02-21,7.8,-4.5,1.6,0.0
335,2001-02-22,6.9,-6.1,0.2,0.0
336,2001-02-23,10.6,-8.6,1.0,0.0
337,2001-02-24,5.4,-9.2,-1.0,0.0
338,2001-02-25,4.1,-8.3,-0.4,0.0
339,2001-02-26,7.3,-7.8,1.5,0.0
340,2001-02-27,9.6,-5.3,2.7,0.5
341,2001-02-28,11.0,-5.9,4.7,0.0
342,2001-03-01,6.0,-5.6,0.2,0.0
343,2001-03-02,2.8,-10.5,-2.7,0.0
344,2001-03-03,6.5,-11.2,0.3,0.0
345,2001-03-04,3.3,-10.7,-2.7,0.0
346,2001-03-05,-0.2,-14.7,-6.3,0.0
347,2001-03-06,3.4,-15.2,-3.9,0.0
348,2001-03-07,9.2,-10.4,-0.2,0.0
349,2001-03-08,8.1,-10.9,0.8,0.0
350,2001-03-09,10.8,-6.7,3.4,0.0
351,2001-03-10,13.4,-4.7,6.0,0.0
352,2001-03-11,16.2,-2.7,7.6,0.0
353,2001-03-12,14.5,-3.1,5.7,0.0
354,2001-03-13,8.5,-6.0,1.3,0.0
355,2001-03-14,10.1,-6.6,2.5,0.0
356,2001-03-15,9.4,-4.8,4.1,0.0
357,2001-03-16,8.8,-6.9,2.0,0.0
358,2001-03-17,9.5,-7.5,2.6,0.0
359,2001-03-18,13.1,-2.9,7.7,0.0
360,2001-03-19,15.8,2.3,9.2,0.0
361,2001-03-20,15.3,0.7,8.4,0.0
362,2001-03-21,12.5,1.1,7.5,0.0
363,2001-03-22,15.7,0.7,8.6,0.0
364,2001-03-23,13.8,0.0,7.9,0.0
365,2001-03-24,15.7,-0.3,8.6,0.0
366,2001-03-25,17.9,-1.0,11.2,0.0
367,2001-03-26,17.4,0.9,10.2,0.0
368,2001-03-27,17.7,0.8,10.8,0.0
369,2001-03-28,21.8,2.5,13.5,0.0
370,2001-03-29,21.1,2.4,12.9,0.0
371,2001-03-30,23.1,2.5,14.3,0.0
372,2001-03-31,23.9,2.9,15.6,0.0
373,2001-04-01,22.8,6.6,15.2,0.0
374,2001-04-02,21.5,4.5,13.4,0.0
375,2001-04-03,16.2,3.9,10.4,0.0
376,2001-04-04,12.1,3.6,7.9,0.0
377,2001-04-05,20.3,3.9,12.3,0.0
378,2001-04-06,12.8,2.6,7.7,0.0
379,2001-04-07,20.2,-5.3,7.3,5.5
380,2001-04-08,0.3,-8.2,-4.1,0.7
381,2001-04-09,4.2,-8.2,-1.3,0.0
382,2001-04-10,8.4,-6.0,2.3,0.0
383,2001-04-11,13.0,-4.8,6.7,0.0
384,2001-04-12,15.9,1.5,8.9,0.0
385,2001-04-13,16.5,1.7,10.2,0.0
386,2001-04-14,19.3,3.2,12.1,0.0
387,2001-04-15,23.0,3.3,15.8,0.0
388,2001-04-16,25.8,7.2,18.7,0.0
389,2001-04-17,24.6,9.4,18.4,0.0
390,2001-04-18,24.1,11.0,18.3,0.0
391,2001-04-19,24.6,10.4,18.1,0.0
392,2001-04-20,26.1,9.4,18.7,0.0
393,2001-04-21,23.5,8.9,15.8,0.0
394,2001-04-22,18.7,8.1,13.8,0.2
395,2001-04-23,19.6,4.9,13.0,0.5
396,2001-04-24,17.1,3.0,11.1,0.0
397,2001-04-25,20.0,3.6,14.3,0.0
398,2001-04-26,18.1,3.7,11.6,1.1
399,2001-04-27,19.8,3.9,14.0,0.0
400,2001-04-28,17.5,-1.4,6.7,1.0
401,2001-04-29,14.7,-0.5,8.4,0.0
402,2001-04-30,22.9,2.7,15.1,0.0
403,2001-05-01,19.8,5.2,14.0,0.0
404,2001-05-02,20.5,5.7,14.7,0.0
405,2001-05-03,22.6,6.2,17.1,0.0
406,2001-05-04,26.0,11.8,19.2,0.0
407,2001-05-05,17.2,6.4,13.5,0.0
408,2001-05-06,21.2,7.3,15.6,0.0
409,2001-05-07,23.9,9.6,18.0,0.0
410,2001-05-08,25.5,10.7,19.7,0.0
411,2001-05-09,28.3,13.2,22.2,0.0
412,2001-05-10,30.1,14.8,23.5,0.0
413,2001-05-11,31.8,16.2,25.5,0.0
414,2001-05-12,27.1,10.9,19.6,0.0
415,2001-05-13,23.0,10.7,17.3,0.0
416,2001-05-14,22.2,9.8,16.8,0.0
417,2001-05-15,25.1,7.0,18.3,0.0
418,2001-05-16,25.9,8.0,19.5,0.0
419,2001-05-17,27.4,12.4,21.5,0.0
420,2001-05-18,28.4,14.9,23.4,0.2
421,2001-05-19,32.2,15.0,25.2,0.0
422,2001-05-20,34.1,14.0,24.5,0.0
423,2001-05-21,23.0,11.8,18.0,0.0
424,2001-05-22,23.4,7.5,16.4,2.0
425,2001-05-23,19.7,5.1,13.2,0.0
426,2001-05-24,22.1,7.0,16.3,0.0
427,2001-05-25,23.7,10.5,18.4,0.0
428,2001-05-26,25.8,10.1,19.8,0.0
429,2001-05-27,27.3,11.5,21.5,0.0
430,2001-05-28,26.3,11.1,20.6,0.0
431,2001-05-29,28.0,13.7,22.7,0.1
432,2001-05-30,30.9,15.4,24.5,0.0
433,2001-05-31,32.3,15.9,25.1,0.0
434,2001-06-01,33.1,17.9,26.5,0.0
435,2001-06-02,33.2,16.9,26.8,0.0
436,2001-06-03,34.2,13.6,25.0,0.0
437,2001-06-04,26.0,12.7,20.1,0.0
438,2001-06-05,28.2,12.0,21.7,0.0
439,2001-06-06,32.6,13.9,26.1,0.0
440,2001-06-07,32.2,19.9,26.8,0.0
441,2001-06-08,32.9,13.3,25.1,0.0
442,2001-06-09,26.4,9.9,19.7,0.0
443,2001-06-10,29.9,11.9,23.6,0.0
444,2001-06-11,33.5,16.9,27.0,0.0
445,2001-06-12,36.1,16.8,28.7,0.0
446,2001-06-13,29.4,12.6,22.4,0.0
447,2001-06-14,29.3,13.5,23.1,0.0
448,2001-06-15,25.1,12.0,20.2,0.0
449,2001-06-16,27.4,13.8,22.1,0.0
450,2001-06-17,30.4,16.9,24.7,0.0
451,2001-06-18,34.0,18.1,27.6,0.0
452,2001-06-19,35.2,20.7,29.1,0.0
453,2001-06-20,35.9,22.3,30.8,0.0
454,2001-06-21,36.5,23.5,30.9,0.0
455,2001-06-22,38.2,24.6,32.2,0.0
456,2001-06-23,38.9,22.7,32.4,0.0
457,2001-06-24,33.1,20.9,27.1,0.0
458,2001-06-25,26.3,16.5,22.4,0.3
459,2001-06-26,24.5,15.3,20.9,2.0
460,2001-06-27,29.0,15.9,22.8,1.4
461,2001-06-28,32.6,17.6,25.7,0.5
462,2001-06-29,32.6,16.9,25.7,0.1
463,2001-06-30,30.3,16.8,24.6,0.0
464,2001-07-01,31.4,15.5,25.1,0.0
465,2001-07-02,34.7,17.2,28.3,0.0
466,2001-07-03,36.7,20.7,29.7,0.0
467,2001-07-04,36.3,21.7,29.6,0.0
468,2001-07-05,33.5,13.5,25.3,0.0
469,2001-07-06,24.7,11.0,18.9,0.0
470,2001-07-07,30.2,12.2,24.1,0.0
471,2001-07-08,32.6,16.0,26.2,0.0
472,2001-07-09,33.4,18.7,27.3,0.0
473,2001-07-10,34.3,18.5,28.3,0.0
474,2001-07-11,35.8,19.8,29.1,0.0
475,2001-07-12,37.8,21.0,31.2,0.0
476,2001-07-13,39.7,21.7,30.8,0.0
477,2001-07-14,34.4,17.7,27.4,0.0
478,2001-07-15,33.6,18.8,27.9,0.0
479,2001-07-16,28.8,19.3,25.2,0.1
480,2001-07-17,31.7,18.3,26.8,0.0
481,2001-07-18,33.9,19.2,29.0,0.0
482,2001-07-19,34.1,20.0,28.7,0.0
483,2001-07-20,36.0,20.9,30.1,0.0
484,2001-07-21,37.4,23.4,31.1,0.0
485,2001-07-22,32.5,19.0,26.6,0.0
486,2001-07-23,29.5,17.2,23.8,0.0
487,2001-07-24,31.4,16.5,26.1,0.0
488,2001-07-25,32.5,21.0,27.4,0.0
489,2001-07-26,29.6,17.4,24.9,0.0
490,2001-07-27,29.6,18.2,24.4,0.0
491,2001-07-28,33.1,19.1,27.6,0.0
492,2001-07-29,38.4,20.9,32.3,0.0
493,2001-07-30,39.0,26.8,33.5,0.0
494,2001-07-31,32.0,19.8,27.6,0.9
495,2001-08-01,20.7,16.5,18.9,7.8
496,2001-08-02,26.9,16.7,22.0,0.0
497,2001-08-03,29.9,16.9,24.2,0.0
498,2001-08-04,33.6,17.6,27.4,0.0
499,2001-08-05,36.0,20.3,29.9,0.0
500,2001-08-06,34.5,21.5,28.9,0.0
501,2001-08-07,34.6,21.4,29.2,0.3
502,2001-08-08,36.6,21.7,30.4,0.0
503,2001-08-09,37.9,22.3,31.3,0.0
504,2001-08-10,36.4,21.5,28.6,0.3
505,2001-08-11,32.0,17.1,26.4,0.0
506,2001-08-12,33.8,17.5,28.0,0.0
507,2001-08-13,36.2,19.4,29.8,0.0
508,2001-08-14,38.3,22.0,30.5,0.0
509,2001-08-15,31.5,18.9,25.9,0.0
510,2001-08-16,31.7,19.4,26.0,0.0
511,2001-08-17,31.4,17.4,25.4,0.0
512,2001-08-18,31.5,17.9,25.6,0.0
513,2001-08-19,33.3,18.3,27.8,0.0
514,2001-08-20,35.9,16.5,27.3,0.0
515,2001-08-21,29.0,12.5,22.1,0.0
516,2001-08-22,29.5,12.5,22.2,0.0
517,2001-08-23,30.8,12.0,23.6,0.0
518,2001-08-24,32.8,16.2,26.3,0.0
519,2001-08-25,32.3,18.2,26.7,0.0
520,2001-08-26,30.2,16.8,24.4,0.1
521,2001-08-27,30.5,16.5,24.7,0.0
522,2001-08-28,31.3,17.5,26.0,0.0
523,2001-08-29,30.3,18.4,25.3,0.0
524,2001-08-30,31.5,18.4,26.7,0.0
525,2001-08-31,26.3,14.5,21.0,0.3
526,2001-09-01,25.1,13.8,20.5,0.0
527,2001-09-02,30.2,13.8,24.1,0.0
528,2001-09-03,30.4,14.2,24.4,0.0
529,2001-09-04,30.9,13.8,24.4,0.0
530,2001-09-05,30.0,17.7,23.9,0.0
531,2001-09-06,26.7,14.8,21.9,0.0
532,2001-09-07,29.1,14.6,23.5,0.0
533,2001-09-08,31.0,15.2,24.3,0.0
534,2001-09-09,31.4,14.8,24.7,0.0
535,2001-09-10,31.3,14.5,23.6,0.0
536,2001-09-11,22.8,10.1,17.8,0.0
537,2001-09-12,26.4,9.8,19.8,0.0
538,2001-09-13,25.2,10.6,18.9,0.0
539,2001-09-14,24.8,10.0,18.2,0.0
540,2001-09-15,21.3,9.3,16.2,0.0
541,2001-09-16,23.9,8.6,17.5,0.0
542,2001-09-17,25.6,9.4,19.5,0.0
543,2001-09-18,24.6,10.8,18.1,0.0
